user,chat,kategori,cleaned_user
Kendimi iyi hissetmek için hangi şarkı en iyisi?,'Yeniden' Mabel Matiz’den enerjik bir parça.,muzik_oneri,kent iyi hissetmek hangi şark iyi
Kalabalık bir ortamda hangi şarkı atmosferi canlandırır?,'Dans Et' Athena’dan hareketli bir melodi.,muzik_oneri,kalabalık bir orta hangi şark atmosfer canlandırır
Gün batımını izlerken hangi şarkı eşlik eder?,'Rüzgar' Teoman’dan romantik bir parça.,muzik_oneri,gün batım izler hangi şark eşlik eder
Yağmurlu bir günde hangi şarkı içime işler?,'Hep Böyle Kal' Mor ve Ötesi’nden anlamlı bir melodi.,muzik_oneri,yağmur bir gün hangi şark iç iş
Özlem duyduğumda hangi şarkıyı açmalıyım?,'Sevda Çiçeği' Mor ve Ötesi’nden dokunaklı bir parça.,muzik_oneri,özle duyduk hangi şarkı açma
Mutlu anlar için hangi şarkı ruh halime iyi gelir?,'Çocuklar Gibi' Sezen Aksu’dan neşeli bir melodi.,muzik_oneri,mutl an hangi şark ruh halim iyi gelir
Geceleri yalnızken hangi şarkı iyi gelir?,'Sessiz Gemi' Yeni Türkü’den sakinleştirici bir parça.,muzik_oneri,gece yalnızken hangi şark iyi gelir
Huzurlu ve sakin müzik önerir misin?,Kalben'in sakin şarkıları ruhunu dinlendirebilir.,muzik_oneri,huzur saki müzik önerir mis
"Yeni müzik keşfetmek istiyorum, nereden başlamalıyım?",Spotify’daki keşfet çalma listeleri çok faydalı olur.,muzik_oneri,yen müzik keşfetmek istiyor nere başlama
"Enerjik bir şeyler dinlemek istiyorum, önerin var mı?",Mabel Matiz'in hareketli parçaları tam sana göre.,muzik_oneri,enerjik bir şey dinlemek istiyor öner var
Kahve eşliğinde dinleyebileceğim sakin müzikler önerir misin?,Cem Adrian'ın yumuşak ve duygusal şarkılarına bir şans ver.,muzik_oneri,kahve eşlik dinleyebilecek saki müzik önerir mis
Rap müzik sevenler için güzel önerin var mı?,Ben Fero ve Ezhel'in son parçalarını dinleyebilirsin.,muzik_oneri,rap müzik seven güzel öner var
Dışarıda yürürken dinleyebileceğim hafif müzik önerisi?,Sezen Aksu'nun klasiklerinden başlayabilirsin.,muzik_oneri,dışarı yürür dinleyebilecek hafif müzik öneri
Klasik müzik önerileri istiyorum.,Ludovico Einaudi'nin eserleri çok huzur vericidir.,muzik_oneri,klasik müzik öneri istiyor
"Rock müzikten hoşlanıyorum, tavsiyen ne olur?",Duman grubunun albümlerini mutlaka dinlemelisin.,muzik_oneri,rock müzik hoşlanıyor tavsiyen olur
Gece çalışırken motivasyon verecek müzik önerir misin?,Lo-fi chillhop çalma listeleri çalışma için idealdir.,muzik_oneri,geç çalışırken motivasyon verecek müzik önerir mis
Farklı tarzlarda müzik önerisi istiyorum.,Alternative ve indie tarzında The National’ı dinleyebilirsin.,muzik_oneri,fark tarz müzik öneri istiyor
Türkçe pop müzik önerin var mı?,Tarkan’ın yeni albümü oldukça başarılı.,muzik_oneri,türkç pop müzik öner var
Yaz tatiline uygun şarkılar önerir misin?,Mabel Matiz ve Sefo'nun yazlık parçalarını dene.,muzik_oneri,yaz tatil uygun şark önerir mis
Romantik şarkılar arıyorum.,Cem Belevi’nin yumuşak melodileri hoşuna gidebilir.,muzik_oneri,romantik şark arıyor
Yabancı pop müzik önerisi verir misin?,Dua Lipa’nın son albümü oldukça popüler.,muzik_oneri,yabanç pop müzik öneri verir mis
Elektronik müzik sevenlere önerin ne olur?,Kygo’nun parçaları enerjini yükseltir.,muzik_oneri,elektronik müzik seven öner olur
Akustik gitarla çalınan güzel şarkılar var mı?,John Mayer’ın akustik performanslarına göz atabilirsin.,muzik_oneri,akustik gitar çalınan güzel şark var
Motivasyon artıran şarkılar öner.,Imagine Dragons’un enerjik şarkıları çalışma ortamı için ideal.,muzik_oneri,motivasyon artıran şark öner
Dinlerken huzur veren müzik önerir misin?,Enya’nın ambient tarzı rahatlatıcıdır.,muzik_oneri,din huzur veren müzik önerir mis
Yeni çıkan Türkçe şarkılar hangileri?,Aleyna Tilki ve Edis’in son hitlerine bakabilirsin.,muzik_oneri,yen çıkan türkç şark hangi
Hafta sonu partisi için müzik önerisi?,Murat Boz’un hareketli parçaları ortamı canlandırır.,muzik_oneri,haf son parti müzik öneri
Klasik caz müzik önerisi istiyorum.,Miles Davis’in eserleri müzik tarihine yön vermiştir.,muzik_oneri,klasik caz müzik öneri istiyor
Yolculukta dinleyebileceğim şarkılar öner.,Mor ve Ötesi’nin hafif tempolu şarkıları keyifli olur.,muzik_oneri,yolculuk dinleyebilecek şark öner
Dans müziği önerir misin?,David Guetta’nın son albümü tam dansa uygun.,muzik_oneri,dans müzik önerir mis
Duygusal şarkılar dinlemek istiyorum.,Sezen Aksu’nun duygusal parçaları kalbine dokunur.,muzik_oneri,duygusal şark dinlemek istiyor
Karaoke için şarkı önerin var mı?,Tarkan’ın 'Şımarık' parçası oldukça popüler.,muzik_oneri,karaoke şark öner var
Sakin ve meditatif müzik öner.,Deuter’in meditasyon için özel besteleri var.,muzik_oneri,saki meditatif müzik öner
Popüler Türkçe rap şarkılar önerir misin?,Norm Ender ve Ceza’nın yeni parçaları çok dinleniyor.,muzik_oneri,popü türkç rap şark önerir mis
Yaz akşamları için hafif müzik önerisi?,MFO’nun klasiklerinden seçmeler yapabilirsin.,muzik_oneri,yaz akşam hafif müzik öneri
Klasik müzikle rahatlamak istiyorum.,Bach’ın eserleri ruhuna iyi gelir.,muzik_oneri,klasik müzik rahatlamak istiyor
Akustik müzik sevenlere önerin ne?,Gökhan Türkmen’in akustik albümleri çok güzel.,muzik_oneri,akustik müzik seven öner
Sakin bir akşam için müzik önerir misin?,Dido’nun melodileri akşamına huzur katar.,muzik_oneri,saki bir akşa müzik önerir mis
Elektronik dans müziği tavsiyen var mı?,Calvin Harris’in hit parçalarını deneyebilirsin.,muzik_oneri,elektronik dans müzik tavsiyen var
Rock müzik listesi önerir misin?,Foo Fighters ve Red Hot Chili Peppers dinleyebilirsin.,muzik_oneri,rock müzik liste önerir mis
Kahve dükkanında çalabilecek müzik önerisi?,Norah Jones’un yumuşak sesi harika olur.,muzik_oneri,kahve dükkan çalabilecek müzik öneri
Yaratıcı çalışma için müzik önerileri?,Brian Eno’nun ambient müzikleri konsantrasyon artırır.,muzik_oneri,yaratıç çalış müzik öneri
Hafta sonu dinlemek için rahatlatıcı şarkılar?,James Blake’in sakin parçaları güzel seçenek.,muzik_oneri,haf son dinlemek rahatlatıç şark
Sahilde dinlemek için müzik önerir misin?,Jack Johnson’ın akustik şarkıları tam olur.,muzik_oneri,sahil dinlemek müzik önerir mis
Yeni çıkan yabancı pop şarkılar hangileri?,Billie Eilish ve Olivia Rodrigo'nun yeni şarkılarına bakabilirsin.,muzik_oneri,yen çıkan yabanç pop şark hangi
Kaliteli caz müzik önerisi arıyorum.,Ella Fitzgerald ve Louis Armstrong’un klasiklerini dinle.,muzik_oneri,kalite caz müzik öneri arıyor
Stresimi azaltacak hafif müzik önerir misin?,Norah Jones’un yumuşak tınıları stresi azaltmaya yardımcı olur.,muzik_oneri,stres azaltacak hafif müzik önerir mis
Sabah enerjimi artıracak şarkılar arıyorum.,Pharrell Williams’ın 'Happy' parçası güne pozitif başlamanı sağlar.,muzik_oneri,sabah enerj artıracak şark arıyor
Yolculukta dinleyebileceğim hareketli müzik öner.,The Chainsmokers’ın enerjik şarkıları yolculuk için ideal.,muzik_oneri,yolculuk dinleyebilecek hareket müzik öner
Akşamüstü çay keyfi için şarkı tavsiyesi.,Ed Sheeran’ın akustik şarkıları tam çay saatin için.,muzik_oneri,akşamüs çay keyf şark tavsiye
Yeni nesil Türkçe rap müzik önerir misin?,Ben Fero ve Ezhel’in yeni çıkardığı şarkıları deneyebilirsin.,muzik_oneri,yen nesil türkç rap müzik önerir mis
Gitarla çalınabilecek kolay şarkılar öner.,Jason Mraz’ın 'I'm Yours' parçası yeni başlayanlar için uygun.,muzik_oneri,gitar çalınabilecek kolay şark öner
Yaz tatili için bir yer önerebilir misin?,Antalya'nın Kaş ilçesi son derece keyifli bir tatil noktasıdır. Doğası ve deniziyle harika bir seçim olabilir.,tatil_oneri,yaz tati bir yer önerebilir mis
Yaz tatilinde hangi şehirde huzur bulurum?,'Alaçatı' sakin plajları ve renkli sokaklarıyla harika bir tercih.,tatil_oneri,yaz tatil hangi şehir huzur bulur
Hafta sonu kaçamağı için nereye gitmeli?,'Şirince' doğal güzellikleri ve tarihi dokusuyla ideal.,tatil_oneri,haf son kaçamak gitme
Deniz ve doğa bir arada olsun dersen hangi tatil yerini önerirsin?,'Kaş' berrak denizi ve sakinliğiyle mükemmel.,tatil_oneri,den dok bir ara ols der hangi tatil yer önerir
Ailece gidilecek en güzel tatil yeri neresi olabilir?,'Fethiye' hem doğası hem aktiviteleriyle çocuklar için de eğlenceli.,tatil_oneri,aile gidilecek güzel tatil yer nere olabilir
"Romantik bir tatil planlıyorum, nereyi önerirsin?",'Bozcaada' samimi ortamı ve şirin mekanlarıyla romantik kaçamak için ideal.,tatil_oneri,romantik bir tatil planlıyor nere önerir
"Tarihle iç içe tatil yapmak istiyorum, neresi güzel?",'Efes' antik kenti gezip tarihe yolculuk yapabileceğin harika bir yer.,tatil_oneri,tarih iç iç tatil yapmak istiyor nere güzel
Kış tatili için sıcak bir önerin var mı?,'Antalya'nın falezleri' ılık havası ve deniziyle kışın da huzurlu.,tatil_oneri,kış tati sıcak bir öner var
Sessiz sakin bir tatil için nereyi önerirsin?,"'Datça' kalabalıktan uzak, doğayla baş başa bir seçenek.",tatil_oneri,sess saki bir tatil nere önerir
Doğa yürüyüşü yapmak için en iyi tatil yeri neresi?,'Kaçkar Dağları' doğa tutkunları için eşsiz bir deneyim.,tatil_oneri,dok yürüyüş yapmak iyi tatil yer nere
Ucuz ama güzel bir tatil alternatifi neresi olabilir?,'Amasra' uygun fiyatları ve deniz manzarasıyla bütçe dostu.,tatil_oneri,uç güzel bir tatil alternatif nere olabilir
"Tatilimde kültürel aktiviteler olsun isterim, neresi uygun?",'Kapadokya' hem doğa hem tarih hem kültür açısından çok zengin.,tatil_oneri,tatil kültürel aktivi ols ister nere uygun
"Deniz kenarında kamp yapmak istiyorum, hangi yer iyi?",'Gökçeada' kamp ve deniz keyfini bir arada sunar.,tatil_oneri,den kenar kamp yapmak istiyor hangi yer iyi
"Tatilimi doğayla iç içe geçirmek istiyorum, nereyi önerirsin?",'Yedigöller Milli Parkı' huzur dolu doğasıyla ideal.,tatil_oneri,tatil doğa iç iç geçirmek istiyor nere önerir
Ailecek gidebileceğimiz eğlenceli tatil yerleri önerir misin?,'Uludağ' kış sporları ve doğal güzellikleriyle her yaştan için eğlenceli.,tatil_oneri,ailecek gidebilecek eğlence tatil yer önerir mis
"Tatilde yeni lezzetler keşfetmek isterim, nerede güzel yemekler var?",'Gaziantep' tarihi ve gastronomisiyle damağını şenlendirir.,tatil_oneri,tatil yen lezzet keşfetmek ister güzel yemek var
"Deniz, kum, güneş üçlüsünü yaşamak için en güzel yer neresi?",'Çeşme' muhteşem plajları ve hareketli gece hayatıyla ideal.,tatil_oneri,den kum güneş üçlü yaşamak güzel yer nere
Doğa fotoğrafçılığı yapmak isteyenler için tatil önerisi?,'Karadeniz yaylaları' nefes kesen manzaralar sunar.,tatil_oneri,dok fotoğrafçılık yapmak isteyen tatil öneri
"Tatilimde biraz macera arıyorum, nereyi önerirsin?",'Kaş’ta dalış ve doğa sporları macera severler için çok güzel.,tatil_oneri,tatil biraz macera arıyor nere önerir
Tarihi ve doğal güzellikleri bir arada görmek için hangi tatil?,'Safranbolu' tarih kokan sokakları ve doğal atmosferiyle büyüler.,tatil_oneri,tarih doğal güzellik bir ara görmek hangi tatil
"Tatil için sakin ama Instagramlık mekanlar arıyorum, neresi?",'Alaçatı'nın renkli sokakları ve şirin kafeleri tam senlik.,tatil_oneri,tatil saki instagramlık mekan arıyor nere
"Kış tatilinde kayak dışında neler yapabilirim, nereyi önerirsin?",'Erciyes’te doğa yürüyüşü ve termal tesisler keyifli alternatifler.,tatil_oneri,kış tatil kayak dış ne yapabilir nere önerir
"Denizden çok dağ tatilini tercih ederim, en iyi seçenek neresi?",'Uludağ' hem kayak hem doğa yürüyüşü için mükemmel.,tatil_oneri,deniz dağ tatil tercih eder iyi seçenek nere
Hafta sonu kısa tatil için en güzel yer neresi olur?,"'Sapanca' yakın, doğayla iç içe bir kaçamak için ideal.",tatil_oneri,haf son kıs tatil güzel yer nere olur
"Tatilimde kültür ve sanat etkinlikleri istiyorum, nerede var?",'İzmir’te yaz aylarında birçok festival ve sergi oluyor.,tatil_oneri,tatil kül sanat etkinlik istiyor var
Huzurlu bir tatil arıyorsan nereyi önerirsin?,'Bozburun' sakin koyları ve tertemiz deniziyle huzur dolu.,tatil_oneri,huzur bir tatil arıyor nere önerir
"Tatilde bisiklet turu yapmak isterim, en uygun yer neresi?",'Göcek’te bisiklet yolları ve doğa harika.,tatil_oneri,tatil bisiklet tur yapmak ister uygun yer nere
Sahil kenarında sakin ama şirin bir kasaba önerir misin?,'Assos' doğal güzelliği ve tarihiyle harika bir seçim.,tatil_oneri,sahil kenar saki şir bir kasap önerir mis
"Tatil için uygun fiyatlı ama kaliteli bir yer arıyorum, nereyi önerirsin?",'Kuşadası' hem ekonomik hem de eğlenceli bir tatil sunar.,tatil_oneri,tatil uygun fiyat kalite bir yer arıyor nere önerir
"Kışın sıcak bir tatil istiyorum, nereyi tavsiye edersin?",'Mersin sahilleri' kışın bile ılık havası ile keyifli.,tatil_oneri,kış sıcak bir tatil istiyor nere tavsi eder
Aileyle gidilecek doğa içinde bir tatil önerisi?,'Abant Gölü' göl kenarında sakin ve huzurlu vakit için ideal.,tatil_oneri,aile gidilecek dok iç bir tatil öneri
"Tatil planımda yeni yerler keşfetmek var, nereleri önerirsin?",'Mardin' tarihi dokusu ve kültürüyle unutulmaz bir deneyim.,tatil_oneri,tatil plan yen yer keşfetmek var nere önerir
"Balayı için romantik bir tatil yeri arıyorum, nereye gitmeli?",'Uçhisar' Kapadokya’nın büyülü atmosferiyle ideal.,tatil_oneri,bala romantik bir tatil yer arıyor gitme
Yazın serinlemek için en güzel tatil yerleri neresi?,'Datça ve çevresi’ tertemiz deniziyle ferahlatıcı.,tatil_oneri,yaz serinlemek güzel tatil yer nere
Kültür gezisi yapmak isteyenlere en iyi tatil rotası?,'Konya' hem tarih hem de manevi atmosfer için çok uygun.,tatil_oneri,kül gezi yapmak isteyen iyi tatil rota
"Deniz, güneş ve spor aktiviteleri için nereye gitmeli?",'Bodrum' su sporları ve plajları ile çok eğlenceli.,tatil_oneri,den güneş spor aktivite gitme
Tatil için en iyi kamp alanları nerelerde bulunur?,'Kaz Dağları’ doğa kampı ve temiz havası ile ünlü.,tatil_oneri,tatil iyi kamp alan nere bulunur
Sessiz bir kaçamak için en güzel tatil yeri neresi?,'Assos’un küçük ve sakin koyları mükemmel.,tatil_oneri,sess bir kaçamak güzel tatil yer nere
"Tatilimde kültürel festivaller olsun isterim, nereyi önerirsin?",'Antalya Film Festivali’ yaz aylarında çok keyifli.,tatil_oneri,tatil kültürel festivaller ols ister nere önerir
Tatil için hem deniz hem dağ görmek isteyenlere öneri?,'Fethiye’ deniz ve dağ manzaralarıyla harika.,tatil_oneri,tatil den dağ görmek isteyen öner
Yürüyüş ve doğa fotoğrafçılığı için en güzel tatil yerleri?,'Kaçkar yaylaları' eşsiz doğasıyla göz kamaştırır.,tatil_oneri,yürüyüş dok fotoğrafçılık güzel tatil yer
Hafta sonu günübirlik tatil için nerelere gidilebilir?,'Polonezköy' doğa içinde kısa kaçamak için uygun.,tatil_oneri,haf son günübirlik tatil nere gidilebilir
Tatil planında müzik ve eğlence ön plandaysa nereyi önerirsin?,'Çeşme' gece hayatı ve plajlarıyla enerjik bir ortam sunar.,tatil_oneri,tatil plan müzik eğle ön plan nere önerir
Deniz kenarında sakin bir tatil için hangi koyları önerirsin?,'Ölüdeniz’in sakin plajları rahatlatıcı.,tatil_oneri,den kenar saki bir tatil hangi koy önerir
Kış tatilinde doğa içinde sıcak kaplıcalar nerede bulunur?,'Pamukkale’ termal suları ile ünlüdür.,tatil_oneri,kış tatil dok iç sıcak kapl bulunur
"Tatilimde yoga ve meditasyon yapmak istiyorum, nereyi önerirsin?",'Datça’ doğa içinde huzurlu ortamıyla çok uygun.,tatil_oneri,tatil yog meditasyon yapmak istiyor nere önerir
Ekonomik ama güzel bir yaz tatili için en iyi yer neresi?,'Ayvalık' bütçe dostu ve harika plajlarıyla öne çıkar.,tatil_oneri,ekonomik güzel bir yaz tati iyi yer nere
Yaz tatilinde aileyle nerede keyif yapabiliriz?,'Side' hem tarih hem deniz keyfi için çok güzel bir seçim.,tatil_oneri,yaz tatil aile keyif yapabilir
"Hafta sonu kaçamağı için sakin bir köy arıyorum, nereyi önerirsin?",'Ula' doğası ve huzuruyla çok sakin ve güzel bir yer.,tatil_oneri,haf son kaçamak saki bir köy arıyor nere önerir
Doğa içinde kamp yapabileceğim en güzel yer neresi?,'Olympos’ta doğayla baş başa kamp yapmak çok keyifli.,tatil_oneri,dok iç kamp yapabilecek güzel yer nere
Deniz ve güneşin tadını çıkarmak için hangi plajı önerirsin?,'Kaputaş Plajı' Türkiye'nin en güzel plajlarından biri.,tatil_oneri,den güneş tat çıkarmak hangi plaj önerir
Tatilde yeni lezzetler tatmak istersem nereye gitmeliyim?,'Hatay' mutfağı çok zengin ve denemeye değer.,tatil_oneri,tatil yen lezzet tatmak ister gitme
Kış tatilinde kayak yapabileceğim en iyi yer neresi?,'Palandöken' geniş pistleri ve kar kalitesiyle ideal.,tatil_oneri,kış tatil kayak yapabilecek iyi yer nere
"Sakin ama tarihi dokusu olan bir tatil köyü arıyorum, önerin?",'Alaçatı' taş evleri ve tarih kokan sokaklarıyla harika.,tatil_oneri,saki tarih doku olan bir tatil köy arıyor öner
"Tatilimde deniz ve dağ manzarası görmek istiyorum, nereyi önerirsin?",'Kaş' hem deniz hem dağ keyfini bir arada sunar.,tatil_oneri,tatil den dağ manzara görmek istiyor nere önerir
Günübirlik doğa yürüyüşü için en güzel yer neresi?,'Belgrad Ormanı' İstanbul'a yakın ve çok güzel bir seçenek.,tatil_oneri,günübirlik dok yürüyüş güzel yer nere
Romantik bir hafta sonu için nereyi tavsiye edersin?,'Akyaka' sakin koyları ve doğal güzellikleriyle mükemmel.,tatil_oneri,romantik bir haf son nere tavsi eder
"Tatilimde denizden çok orman ve dağ görmek isterim, nereyi önerirsin?",'Yedigöller Milli Parkı' doğa harikası bir yer.,tatil_oneri,tatil deniz orman dağ görmek ister nere önerir
"Gençlerle tatil için enerjik ve eğlenceli bir yer arıyorum, önerin?",'Bodrum' gece hayatı ve plajlarıyla çok eğlenceli.,tatil_oneri,genç tatil enerjik eğlence bir yer arıyor öner
"Tatilde sıcak kaplıcalarda dinlenmek isterim, nereyi önerirsin?",'Kızılcahamam' termal tesisleri ile çok rahatlatıcı.,tatil_oneri,tatil sıcak kaplıca dinlenmek ister nere önerir
"Tatilimde hem deniz hem tarih olsun, en iyi yer neresi?",'Çeşme' hem plajları hem antik kalıntılarıyla çok güzel.,tatil_oneri,tatil den tarih ols iyi yer nere
